index,cliffs_delta,ci_low,ci_high,verdict
EXP_enacted_protection_strict,0.1596908019693486,0.14099617585143623,0.1815888402534488,clears_gate
EXP_enacted_protection_moderate,0.17948035303268117,0.1595602610420858,0.20158401674169582,clears_gate
RAX_external_protection,0.1596908019693486,0.14099617585143623,0.1815888402534488,clears_gate
