_quad,rating_shrunk_mean,rating_shrunk_median,count
high_care_high_appearance,3.913066267100564,3.91,4275
high_care_low_appearance,3.9382974731589173,3.9245481927710837,3725
low_care_high_appearance,3.9056102184435955,3.9040959409594094,3725
low_care_low_appearance,3.931133467933889,3.917447186147186,4274
